日期,农历,节气,节气2,干支,年柱,月柱,日柱,子（23-1）,丑(1-3),寅(3-5),卯(5-7),辰(7-9),巳(9-11),午(11-13),未(13-15),申(15-17),酉(17-19),戌(19-21),亥(21-23)
2003-08-08,癸未年七月十一,立秋,距离处暑还有15天,癸未年　庚申月　癸丑日,癸未,庚申,癸丑,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-08-09,癸未年七月十二,立秋,距离处暑还有14天,癸未年　庚申月　甲寅日,癸未,庚申,甲寅,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-08-10,癸未年七月十三,立秋,距离处暑还有13天,癸未年　庚申月　乙卯日,癸未,庚申,乙卯,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-08-11,癸未年七月十四,立秋,距离处暑还有12天,癸未年　庚申月　丙辰日,癸未,庚申,丙辰,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-08-12,癸未年七月十五,立秋,距离处暑还有11天,癸未年　庚申月　丁巳日,癸未,庚申,丁巳,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-08-13,癸未年七月十六,立秋,距离处暑还有10天,癸未年　庚申月　戊午日,癸未,庚申,戊午,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-08-14,癸未年七月十七,立秋,距离处暑还有9天,癸未年　庚申月　己未日,癸未,庚申,己未,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-08-15,癸未年七月十八,立秋,距离处暑还有8天,癸未年　庚申月　庚申日,癸未,庚申,庚申,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-08-16,癸未年七月十九,立秋,距离处暑还有7天,癸未年　庚申月　辛酉日,癸未,庚申,辛酉,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-08-17,癸未年七月二十,立秋,距离处暑还有6天,癸未年　庚申月　壬戌日,癸未,庚申,壬戌,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-08-18,癸未年七月廿一,立秋,距离处暑还有5天,癸未年　庚申月　癸亥日,癸未,庚申,癸亥,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-08-19,癸未年七月廿二,立秋,距离处暑还有4天,癸未年　庚申月　甲子日,癸未,庚申,甲子,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-08-20,癸未年七月廿三,立秋,距离处暑还有3天,癸未年　庚申月　乙丑日,癸未,庚申,乙丑,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-08-21,癸未年七月廿四,立秋,距离处暑还有2天,癸未年　庚申月　丙寅日,癸未,庚申,丙寅,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-08-22,癸未年七月廿五,立秋,距离处暑还有1天,癸未年　庚申月　丁卯日,癸未,庚申,丁卯,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-08-23,癸未年七月廿六,处暑,距离白露还有16天,癸未年　庚申月　戊辰日,癸未,庚申,戊辰,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-08-24,癸未年七月廿七,处暑,距离白露还有15天,癸未年　庚申月　己巳日,癸未,庚申,己巳,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-08-25,癸未年七月廿八,处暑,距离白露还有14天,癸未年　庚申月　庚午日,癸未,庚申,庚午,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-08-26,癸未年七月廿九,处暑,距离白露还有13天,癸未年　庚申月　辛未日,癸未,庚申,辛未,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-08-27,癸未年七月三十,处暑,距离白露还有12天,癸未年　庚申月　壬申日,癸未,庚申,壬申,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-08-28,癸未年八月初一,处暑,距离白露还有11天,癸未年　庚申月　癸酉日,癸未,庚申,癸酉,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-08-29,癸未年八月初二,处暑,距离白露还有10天,癸未年　庚申月　甲戌日,癸未,庚申,甲戌,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-08-30,癸未年八月初三,处暑,距离白露还有9天,癸未年　庚申月　乙亥日,癸未,庚申,乙亥,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-08-31,癸未年八月初四,处暑,距离白露还有8天,癸未年　庚申月　丙子日,癸未,庚申,丙子,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-09-01,癸未年八月初五,处暑,距离白露还有7天,癸未年　庚申月　丁丑日,癸未,庚申,丁丑,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-09-02,癸未年八月初六,处暑,距离白露还有6天,癸未年　庚申月　戊寅日,癸未,庚申,戊寅,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-09-03,癸未年八月初七,处暑,距离白露还有5天,癸未年　庚申月　己卯日,癸未,庚申,己卯,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-09-04,癸未年八月初八,处暑,距离白露还有4天,癸未年　庚申月　庚辰日,癸未,庚申,庚辰,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-09-05,癸未年八月初九,处暑,距离白露还有3天,癸未年　庚申月　辛巳日,癸未,庚申,辛巳,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-09-06,癸未年八月初十,处暑,距离白露还有2天,癸未年　庚申月　壬午日,癸未,庚申,壬午,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-09-07,癸未年八月十一,处暑,距离白露还有1天,癸未年　庚申月　癸未日,癸未,庚申,癸未,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-09-08,癸未年八月十二,白露,距离秋分还有15天,癸未年　辛酉月　甲申日,癸未,辛酉,甲申,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-09-09,癸未年八月十三,白露,距离秋分还有14天,癸未年　辛酉月　乙酉日,癸未,辛酉,乙酉,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-09-10,癸未年八月十四,白露,距离秋分还有13天,癸未年　辛酉月　丙戌日,癸未,辛酉,丙戌,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-09-11,癸未年八月十五,白露,距离秋分还有12天,癸未年　辛酉月　丁亥日,癸未,辛酉,丁亥,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-09-12,癸未年八月十六,白露,距离秋分还有11天,癸未年　辛酉月　戊子日,癸未,辛酉,戊子,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-09-13,癸未年八月十七,白露,距离秋分还有10天,癸未年　辛酉月　己丑日,癸未,辛酉,己丑,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-09-14,癸未年八月十八,白露,距离秋分还有9天,癸未年　辛酉月　庚寅日,癸未,辛酉,庚寅,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-09-15,癸未年八月十九,白露,距离秋分还有8天,癸未年　辛酉月　辛卯日,癸未,辛酉,辛卯,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-09-16,癸未年八月二十,白露,距离秋分还有7天,癸未年　辛酉月　壬辰日,癸未,辛酉,壬辰,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-09-17,癸未年八月廿一,白露,距离秋分还有6天,癸未年　辛酉月　癸巳日,癸未,辛酉,癸巳,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-09-18,癸未年八月廿二,白露,距离秋分还有5天,癸未年　辛酉月　甲午日,癸未,辛酉,甲午,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-09-19,癸未年八月廿三,白露,距离秋分还有4天,癸未年　辛酉月　乙未日,癸未,辛酉,乙未,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-09-20,癸未年八月廿四,白露,距离秋分还有3天,癸未年　辛酉月　丙申日,癸未,辛酉,丙申,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-09-21,癸未年八月廿五,白露,距离秋分还有2天,癸未年　辛酉月　丁酉日,癸未,辛酉,丁酉,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-09-22,癸未年八月廿六,白露,距离秋分还有1天,癸未年　辛酉月　戊戌日,癸未,辛酉,戊戌,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-09-23,癸未年八月廿七,秋分,距离寒露还有16天,癸未年　辛酉月　己亥日,癸未,辛酉,己亥,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-09-24,癸未年八月廿八,秋分,距离寒露还有15天,癸未年　辛酉月　庚子日,癸未,辛酉,庚子,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-09-25,癸未年八月廿九,秋分,距离寒露还有14天,癸未年　辛酉月　辛丑日,癸未,辛酉,辛丑,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-09-26,癸未年九月初一,秋分,距离寒露还有13天,癸未年　辛酉月　壬寅日,癸未,辛酉,壬寅,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-09-27,癸未年九月初二,秋分,距离寒露还有12天,癸未年　辛酉月　癸卯日,癸未,辛酉,癸卯,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-09-28,癸未年九月初三,秋分,距离寒露还有11天,癸未年　辛酉月　甲辰日,癸未,辛酉,甲辰,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-09-29,癸未年九月初四,秋分,距离寒露还有10天,癸未年　辛酉月　乙巳日,癸未,辛酉,乙巳,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-09-30,癸未年九月初五,秋分,距离寒露还有9天,癸未年　辛酉月　丙午日,癸未,辛酉,丙午,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-10-01,癸未年九月初六,秋分,距离寒露还有8天,癸未年　辛酉月　丁未日,癸未,辛酉,丁未,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-10-02,癸未年九月初七,秋分,距离寒露还有7天,癸未年　辛酉月　戊申日,癸未,辛酉,戊申,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-10-03,癸未年九月初八,秋分,距离寒露还有6天,癸未年　辛酉月　己酉日,癸未,辛酉,己酉,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-10-04,癸未年九月初九,秋分,距离寒露还有5天,癸未年　辛酉月　庚戌日,癸未,辛酉,庚戌,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-10-05,癸未年九月初十,秋分,距离寒露还有4天,癸未年　辛酉月　辛亥日,癸未,辛酉,辛亥,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-10-06,癸未年九月十一,秋分,距离寒露还有3天,癸未年　辛酉月　壬子日,癸未,辛酉,壬子,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-10-07,癸未年九月十二,秋分,距离寒露还有2天,癸未年　辛酉月　癸丑日,癸未,辛酉,癸丑,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-10-08,癸未年九月十三,秋分,距离寒露还有1天,癸未年　辛酉月　甲寅日,癸未,辛酉,甲寅,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-10-09,癸未年九月十四,寒露,距离霜降还有15天,癸未年　壬戌月　乙卯日,癸未,壬戌,乙卯,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-10-10,癸未年九月十五,寒露,距离霜降还有14天,癸未年　壬戌月　丙辰日,癸未,壬戌,丙辰,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-10-11,癸未年九月十六,寒露,距离霜降还有13天,癸未年　壬戌月　丁巳日,癸未,壬戌,丁巳,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-10-12,癸未年九月十七,寒露,距离霜降还有12天,癸未年　壬戌月　戊午日,癸未,壬戌,戊午,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-10-13,癸未年九月十八,寒露,距离霜降还有11天,癸未年　壬戌月　己未日,癸未,壬戌,己未,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-10-14,癸未年九月十九,寒露,距离霜降还有10天,癸未年　壬戌月　庚申日,癸未,壬戌,庚申,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-10-15,癸未年九月二十,寒露,距离霜降还有9天,癸未年　壬戌月　辛酉日,癸未,壬戌,辛酉,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-10-16,癸未年九月廿一,寒露,距离霜降还有8天,癸未年　壬戌月　壬戌日,癸未,壬戌,壬戌,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-10-17,癸未年九月廿二,寒露,距离霜降还有7天,癸未年　壬戌月　癸亥日,癸未,壬戌,癸亥,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-10-18,癸未年九月廿三,寒露,距离霜降还有6天,癸未年　壬戌月　甲子日,癸未,壬戌,甲子,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-10-19,癸未年九月廿四,寒露,距离霜降还有5天,癸未年　壬戌月　乙丑日,癸未,壬戌,乙丑,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-10-20,癸未年九月廿五,寒露,距离霜降还有4天,癸未年　壬戌月　丙寅日,癸未,壬戌,丙寅,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-10-21,癸未年九月廿六,寒露,距离霜降还有3天,癸未年　壬戌月　丁卯日,癸未,壬戌,丁卯,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-10-22,癸未年九月廿七,寒露,距离霜降还有2天,癸未年　壬戌月　戊辰日,癸未,壬戌,戊辰,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-10-23,癸未年九月廿八,寒露,距离霜降还有1天,癸未年　壬戌月　己巳日,癸未,壬戌,己巳,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-10-24,癸未年九月廿九,霜降,距离立冬还有15天,癸未年　壬戌月　庚午日,癸未,壬戌,庚午,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-10-25,癸未年十月初一,霜降,距离立冬还有14天,癸未年　壬戌月　辛未日,癸未,壬戌,辛未,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-10-26,癸未年十月初二,霜降,距离立冬还有13天,癸未年　壬戌月　壬申日,癸未,壬戌,壬申,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-10-27,癸未年十月初三,霜降,距离立冬还有12天,癸未年　壬戌月　癸酉日,癸未,壬戌,癸酉,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-10-28,癸未年十月初四,霜降,距离立冬还有11天,癸未年　壬戌月　甲戌日,癸未,壬戌,甲戌,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-10-29,癸未年十月初五,霜降,距离立冬还有10天,癸未年　壬戌月　乙亥日,癸未,壬戌,乙亥,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-10-30,癸未年十月初六,霜降,距离立冬还有9天,癸未年　壬戌月　丙子日,癸未,壬戌,丙子,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-10-31,癸未年十月初七,霜降,距离立冬还有8天,癸未年　壬戌月　丁丑日,癸未,壬戌,丁丑,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-11-01,癸未年十月初八,霜降,距离立冬还有7天,癸未年　壬戌月　戊寅日,癸未,壬戌,戊寅,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-11-02,癸未年十月初九,霜降,距离立冬还有6天,癸未年　壬戌月　己卯日,癸未,壬戌,己卯,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-11-03,癸未年十月初十,霜降,距离立冬还有5天,癸未年　壬戌月　庚辰日,癸未,壬戌,庚辰,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-11-04,癸未年十月十一,霜降,距离立冬还有4天,癸未年　壬戌月　辛巳日,癸未,壬戌,辛巳,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-11-05,癸未年十月十二,霜降,距离立冬还有3天,癸未年　壬戌月　壬午日,癸未,壬戌,壬午,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-11-06,癸未年十月十三,霜降,距离立冬还有2天,癸未年　壬戌月　癸未日,癸未,壬戌,癸未,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-11-07,癸未年十月十四,霜降,距离立冬还有1天,癸未年　壬戌月　甲申日,癸未,壬戌,甲申,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-11-08,癸未年十月十五,立冬,距离小雪还有15天,癸未年　癸亥月　乙酉日,癸未,癸亥,乙酉,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-11-09,癸未年十月十六,立冬,距离小雪还有14天,癸未年　癸亥月　丙戌日,癸未,癸亥,丙戌,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-11-10,癸未年十月十七,立冬,距离小雪还有13天,癸未年　癸亥月　丁亥日,癸未,癸亥,丁亥,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-11-11,癸未年十月十八,立冬,距离小雪还有12天,癸未年　癸亥月　戊子日,癸未,癸亥,戊子,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-11-12,癸未年十月十九,立冬,距离小雪还有11天,癸未年　癸亥月　己丑日,癸未,癸亥,己丑,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-11-13,癸未年十月二十,立冬,距离小雪还有10天,癸未年　癸亥月　庚寅日,癸未,癸亥,庚寅,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-11-14,癸未年十月廿一,立冬,距离小雪还有9天,癸未年　癸亥月　辛卯日,癸未,癸亥,辛卯,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-11-15,癸未年十月廿二,立冬,距离小雪还有8天,癸未年　癸亥月　壬辰日,癸未,癸亥,壬辰,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-11-16,癸未年十月廿三,立冬,距离小雪还有7天,癸未年　癸亥月　癸巳日,癸未,癸亥,癸巳,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-11-17,癸未年十月廿四,立冬,距离小雪还有6天,癸未年　癸亥月　甲午日,癸未,癸亥,甲午,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-11-18,癸未年十月廿五,立冬,距离小雪还有5天,癸未年　癸亥月　乙未日,癸未,癸亥,乙未,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-11-19,癸未年十月廿六,立冬,距离小雪还有4天,癸未年　癸亥月　丙申日,癸未,癸亥,丙申,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-11-20,癸未年十月廿七,立冬,距离小雪还有3天,癸未年　癸亥月　丁酉日,癸未,癸亥,丁酉,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-11-21,癸未年十月廿八,立冬,距离小雪还有2天,癸未年　癸亥月　戊戌日,癸未,癸亥,戊戌,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-11-22,癸未年十月廿九,立冬,距离小雪还有1天,癸未年　癸亥月　己亥日,癸未,癸亥,己亥,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-11-23,癸未年十月三十,小雪,距离大雪还有14天,癸未年　癸亥月　庚子日,癸未,癸亥,庚子,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-11-24,癸未年冬月初一,小雪,距离大雪还有13天,癸未年　癸亥月　辛丑日,癸未,癸亥,辛丑,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-11-25,癸未年冬月初二,小雪,距离大雪还有12天,癸未年　癸亥月　壬寅日,癸未,癸亥,壬寅,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-11-26,癸未年冬月初三,小雪,距离大雪还有11天,癸未年　癸亥月　癸卯日,癸未,癸亥,癸卯,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-11-27,癸未年冬月初四,小雪,距离大雪还有10天,癸未年　癸亥月　甲辰日,癸未,癸亥,甲辰,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-11-28,癸未年冬月初五,小雪,距离大雪还有9天,癸未年　癸亥月　乙巳日,癸未,癸亥,乙巳,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-11-29,癸未年冬月初六,小雪,距离大雪还有8天,癸未年　癸亥月　丙午日,癸未,癸亥,丙午,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-11-30,癸未年冬月初七,小雪,距离大雪还有7天,癸未年　癸亥月　丁未日,癸未,癸亥,丁未,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-12-01,癸未年冬月初八,小雪,距离大雪还有6天,癸未年　癸亥月　戊申日,癸未,癸亥,戊申,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2003-12-02,癸未年冬月初九,小雪,距离大雪还有5天,癸未年　癸亥月　己酉日,癸未,癸亥,己酉,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2003-12-03,癸未年冬月初十,小雪,距离大雪还有4天,癸未年　癸亥月　庚戌日,癸未,癸亥,庚戌,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2003-12-04,癸未年冬月十一,小雪,距离大雪还有3天,癸未年　癸亥月　辛亥日,癸未,癸亥,辛亥,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2003-12-05,癸未年冬月十二,小雪,距离大雪还有2天,癸未年　癸亥月　壬子日,癸未,癸亥,壬子,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2003-12-06,癸未年冬月十三,小雪,距离大雪还有1天,癸未年　癸亥月　癸丑日,癸未,癸亥,癸丑,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
